Duration,Startdate,Enddate,Startnumber,Start station,Endnumber,End station,Bike number,Membertype
176,22-09-10 18:49,22-09-10 18:52,31104,Adams Mill & Columbia Rd NW,31106,Calvert & Biltmore St NW,W00556,Member
953,22-09-10 18:50,22-09-10 19:05,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00742,Member
535,22-09-10 18:51,22-09-10 19:00,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00491,Casual
805,22-09-10 18:56,22-09-10 19:09,31600,5th & K St NW,31101,14th & V St NW,W00031,Member
1028,22-09-10 19:01,22-09-10 19:18,31603,1st & M St NE,31202,14th & R St NW,W00526,Member
1544,22-09-10 19:02,22-09-10 19:28,31213,17th & K St NW,31605,3rd & D St SE,W00955,Casual
1128,22-09-10 19:02,22-09-10 19:21,31600,5th & K St NW,31101,14th & V St NW,W00577,Member
776,22-09-10 19:04,22-09-10 19:17,31213,17th & K St NW,31604,3rd & H St NW,W00338,Member
1427,22-09-10 19:06,22-09-10 19:30,31400,Georgia & New Hampshire Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00911,Casual
359,22-09-10 19:07,22-09-10 19:13,31204,20th & E St NW,31212,21st & M St NW,W00048,Member
757,22-09-10 19:08,22-09-10 19:21,31110,20th St & Florida Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00829,Member
326,22-09-10 19:08,22-09-10 19:14,31110,20th St & Florida Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00566,Member
705,22-09-10 19:09,22-09-10 19:20,31205,21st & I St NW,31201,15th & P St NW,W00860,Casual
935,22-09-10 19:09,22-09-10 19:24,31110,20th St & Florida Ave NW,31107,Lamont & Mt Pleasant NW,W00918,Member
752,22-09-10 19:11,22-09-10 19:23,31101,14th & V St NW,31106,Calvert & Biltmore St NW,W00318,Member
665,22-09-10 19:14,22-09-10 19:25,31600,5th & K St NW,31200,Massachusetts Ave & Dupont Circle NW,W01084,Member
503,22-09-10 19:15,22-09-10 19:23,31201,15th & P St NW,31111,10th & U St NW,W00377,Member
276,22-09-10 19:26,22-09-10 19:30,31109,7th & T St NW,31111,10th & U St NW,W00850,Member
984,22-09-10 19:26,22-09-10 19:43,31203,14th & Rhode Island Ave NW,31400,Georgia & New Hampshire Ave NW,W00347,Member
758,22-09-10 19:28,22-09-10 19:40,31200,Massachusetts Ave & Dupont Circle NW,31104,Adams Mill & Columbia Rd NW,W00194,Member
1235,22-09-10 19:31,22-09-10 19:52,31106,Calvert & Biltmore St NW,31106,Calvert & Biltmore St NW,W00159,Member
313,22-09-10 19:32,22-09-10 19:37,31213,17th & K St NW,31212,21st & M St NW,W00858,Member
716,22-09-10 19:35,22-09-10 19:47,31103,16th & Harvard St NW,31110,20th St & Florida Ave NW,W00805,Member
1179,22-09-10 19:36,22-09-10 19:55,31204,20th & E St NW,31600,5th & K St NW,W01069,Member
757,22-09-10 19:40,22-09-10 19:53,31605,3rd & D St SE,31605,3rd & D St SE,W00838,Casual
766,22-09-10 19:41,22-09-10 19:53,31201,15th & P St NW,31212,21st & M St NW,W01081,Casual
373,22-09-10 19:45,22-09-10 19:51,31105,14th & Harvard St NW,31207,Georgia Ave and Fairmont St NW,W00559,Member
372,22-09-10 19:45,22-09-10 19:51,31105,14th & Harvard St NW,31111,10th & U St NW,W00426,Member
407,22-09-10 19:47,22-09-10 19:53,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00911,Member
251,22-09-10 19:50,22-09-10 19:54,31111,10th & U St NW,31202,14th & R St NW,W00288,Member
349,22-09-10 19:54,22-09-10 20:00,31213,17th & K St NW,31205,21st & I St NW,W00353,Member
315,22-09-10 19:55,22-09-10 20:00,31107,Lamont & Mt Pleasant NW,31104,Adams Mill & Columbia Rd NW,W00729,Member
334,22-09-10 19:56,22-09-10 20:02,31010,S Glebe & Potomac Ave,31009,27th & Crystal Dr,W00996,Casual
781,22-09-10 20:00,22-09-10 20:13,31212,21st & M St NW,31204,20th & E St NW,W00048,Member
468,22-09-10 20:04,22-09-10 20:12,31101,14th & V St NW,31104,Adams Mill & Columbia Rd NW,W00577,Member
765,22-09-10 20:06,22-09-10 20:19,31202,14th & R St NW,31105,14th & Harvard St NW,W00288,Member
624,22-09-10 20:15,22-09-10 20:25,31201,15th & P St NW,31600,5th & K St NW,W00911,Member
882,22-09-10 20:17,22-09-10 20:31,31203,14th & Rhode Island Ave NW,31401,14th St & Spring Rd NW,W00119,Member
102,22-09-10 20:21,22-09-10 20:22,31203,14th & Rhode Island Ave NW,31201,15th & P St NW,W00471,Member
885,22-09-10 20:29,22-09-10 20:44,31602,Park Rd & Holmead Pl NW,31602,Park Rd & Holmead Pl NW,W00562,Casual
738,22-09-10 20:32,22-09-10 20:44,31106,Calvert & Biltmore St NW,31602,Park Rd & Holmead Pl NW,W00159,Casual
932,22-09-10 20:32,22-09-10 20:48,31205,21st & I St NW,31201,15th & P St NW,W00353,Member
1788,22-09-10 20:38,22-09-10 21:08,31606,Potomac & Pennsylvania Ave SE,31108,4th & M St SW,W00540,Casual
979,22-09-10 20:41,22-09-10 20:57,31205,21st & I St NW,31104,Adams Mill & Columbia Rd NW,W00543,Member
563,22-09-10 20:43,22-09-10 20:52,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00843,Member
485,22-09-10 20:44,22-09-10 20:52,31106,Calvert & Biltmore St NW,31602,Park Rd & Holmead Pl NW,W00085,Member
1459,22-09-10 20:45,22-09-10 21:10,31008,12th & Army Navy Dr,31001,18th & Eads St.,W01119,Casual
1328,22-09-10 20:48,22-09-10 21:10,31008,12th & Army Navy Dr,31001,18th & Eads St.,W00777,Casual
787,22-09-10 20:49,22-09-10 21:02,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W01030,Member
560,22-09-10 20:51,22-09-10 21:00,31205,21st & I St NW,31110,20th St & Florida Ave NW,W00557,Member
831,22-09-10 20:54,22-09-10 21:08,31111,10th & U St NW,31103,16th & Harvard St NW,W00032,Member
721,22-09-10 20:55,22-09-10 21:07,31600,5th & K St NW,31201,15th & P St NW,W00911,Member
666,22-09-10 20:57,22-09-10 21:09,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W01110,Member
1196,22-09-10 21:01,22-09-10 21:21,31213,17th & K St NW,31103,16th & Harvard St NW,W00886,Casual
714,22-09-10 21:08,22-09-10 21:20,31600,5th & K St NW,31203,14th & Rhode Island Ave NW,W01069,Casual
664,22-09-10 21:09,22-09-10 21:20,31600,5th & K St NW,31203,14th & Rhode Island Ave NW,W00635,Casual
631,22-09-10 21:12,22-09-10 21:23,31202,14th & R St NW,31202,14th & R St NW,W00724,Member
819,22-09-10 21:13,22-09-10 21:27,31201,15th & P St NW,31104,Adams Mill & Columbia Rd NW,W00508,Member
4492,22-09-10 21:14,22-09-10 22:29,31108,4th & M St SW,31200,Massachusetts Ave & Dupont Circle NW,W00570,Casual
1109,22-09-10 21:16,22-09-10 21:34,31101,14th & V St NW,31500,4th & W St NE,W00868,Member
510,22-09-10 21:17,22-09-10 21:25,31605,3rd & D St SE,31605,3rd & D St SE,W00563,Member
1392,22-09-10 21:19,22-09-10 21:43,31212,21st & M St NW,31401,14th St & Spring Rd NW,W00745,Member
41122,22-09-10 21:21,23-09-10 8:46,31212,21st & M St NW,31603,1st & M St NE,W00479,Casual
8676,22-09-10 21:21,22-09-10 23:45,31001,18th & Eads St.,31008,12th & Army Navy Dr,W01083,Casual
8668,22-09-10 21:21,22-09-10 23:46,31001,18th & Eads St.,31008,12th & Army Navy Dr,W01033,Casual
303,22-09-10 21:23,22-09-10 21:28,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W00191,Member
3831,22-09-10 21:25,22-09-10 22:29,31600,5th & K St NW,31600,5th & K St NW,W00767,Casual
400,22-09-10 21:26,22-09-10 21:32,31101,14th & V St NW,31101,14th & V St NW,W00376,Member
284,22-09-10 21:27,22-09-10 21:31,31104,Adams Mill & Columbia Rd NW,31105,14th & Harvard St NW,W00577,Member
196,22-09-10 21:28,22-09-10 21:31,31101,14th & V St NW,31111,10th & U St NW,W00031,Member
549,22-09-10 21:29,22-09-10 21:38,31201,15th & P St NW,31101,14th & V St NW,W00860,Member
550,22-09-10 21:41,22-09-10 21:50,31111,10th & U St NW,31600,5th & K St NW,W00437,Casual
1114,22-09-10 21:49,22-09-10 22:08,31600,5th & K St NW,31108,4th & M St SW,W00755,Member
1109,22-09-10 21:49,22-09-10 22:08,31600,5th & K St NW,31108,4th & M St SW,W00380,Member
349,22-09-10 21:52,22-09-10 21:58,31105,14th & Harvard St NW,31207,Georgia Ave and Fairmont St NW,W00211,Member
1825,22-09-10 21:56,22-09-10 22:26,31200,Massachusetts Ave & Dupont Circle NW,31400,Georgia & New Hampshire Ave NW,W00743,Casual
384,22-09-10 21:56,22-09-10 22:03,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00476,Casual
794,22-09-10 22:06,22-09-10 22:19,31104,Adams Mill & Columbia Rd NW,31103,16th & Harvard St NW,W00508,Member
1331,22-09-10 22:18,22-09-10 22:40,31209,1st & N St  SE,31600,5th & K St NW,W00100,Member
633,22-09-10 22:20,22-09-10 22:31,31101,14th & V St NW,31107,Lamont & Mt Pleasant NW,W00867,Member
659,22-09-10 22:21,22-09-10 22:32,31209,1st & N St  SE,31108,4th & M St SW,W00439,Member
410,22-09-10 22:21,22-09-10 22:28,31011,23rd & Crystal Dr,31010,S Glebe & Potomac Ave,W00819,Member
294,22-09-10 22:25,22-09-10 22:30,31602,Park Rd & Holmead Pl NW,31400,Georgia & New Hampshire Ave NW,W00555,Casual
462,22-09-10 22:27,22-09-10 22:35,31103,16th & Harvard St NW,31203,14th & Rhode Island Ave NW,W00711,Member
489,22-09-10 22:33,22-09-10 22:41,31010,S Glebe & Potomac Ave,31000,Eads St & 15th St S,W00195,Member
444,22-09-10 22:35,22-09-10 22:43,31105,14th & Harvard St NW,31202,14th & R St NW,W00577,Member
200,22-09-10 22:38,22-09-10 22:42,31212,21st & M St NW,31200,Massachusetts Ave & Dupont Circle NW,W01071,Member
928,22-09-10 22:39,22-09-10 22:55,31111,10th & U St NW,31205,21st & I St NW,W00031,Member
603,22-09-10 22:52,22-09-10 23:02,31101,14th & V St NW,31207,Georgia Ave and Fairmont St NW,W01057,Member
604,22-09-10 22:52,22-09-10 23:03,31101,14th & V St NW,31207,Georgia Ave and Fairmont St NW,W00843,Member
896,22-09-10 23:07,22-09-10 23:22,31106,Calvert & Biltmore St NW,31103,16th & Harvard St NW,W00318,Member
253,22-09-10 23:11,22-09-10 23:16,31007,Crystal City Metro / 18th & Bell St,31011,23rd & Crystal Dr,W00760,Casual
989,22-09-10 23:16,22-09-10 23:32,31600,5th & K St NW,31104,Adams Mill & Columbia Rd NW,W00948,Casual
593,22-09-10 23:18,22-09-10 23:28,31604,3rd & H St NW,31203,14th & Rhode Island Ave NW,W00310,Member
3356,22-09-10 23:25,23-09-10 0:20,31100,19th St & Pennsylvania Ave NW,31201,15th & P St NW,W01067,Casual
803,22-09-10 23:28,22-09-10 23:41,31400,Georgia & New Hampshire Ave NW,31104,Adams Mill & Columbia Rd NW,W00743,Member
605,22-09-10 23:30,22-09-10 23:40,31107,Lamont & Mt Pleasant NW,31106,Calvert & Biltmore St NW,W00928,Casual
614,22-09-10 23:38,22-09-10 23:49,31104,Adams Mill & Columbia Rd NW,31212,21st & M St NW,W00543,Member
438,22-09-10 23:52,23-09-10 0:00,31103,16th & Harvard St NW,31111,10th & U St NW,W00032,Member
541,23-09-10 0:19,23-09-10 0:28,31104,Adams Mill & Columbia Rd NW,31101,14th & V St NW,W00729,Member
276,23-09-10 0:33,23-09-10 0:37,31013,Eads & 22nd St S,31004,Aurora Hills Community Ctr/18th & Hayes St,W01054,Casual
349,23-09-10 0:41,23-09-10 0:47,31101,14th & V St NW,31104,Adams Mill & Columbia Rd NW,W00376,Member
720,23-09-10 0:47,23-09-10 0:59,31104,Adams Mill & Columbia Rd NW,31400,Georgia & New Hampshire Ave NW,W00743,Member
2814,23-09-10 2:01,23-09-10 2:48,31013,Eads & 22nd St S,31200,Massachusetts Ave & Dupont Circle NW,W00776,Casual
305,23-09-10 2:49,23-09-10 2:54,31107,Lamont & Mt Pleasant NW,31104,Adams Mill & Columbia Rd NW,W00930,Member
476,23-09-10 3:27,23-09-10 3:35,31104,Adams Mill & Columbia Rd NW,31107,Lamont & Mt Pleasant NW,W00194,Member
600,23-09-10 6:01,23-09-10 6:11,31201,15th & P St NW,31600,5th & K St NW,W00811,Member
2358,23-09-10 6:53,23-09-10 7:32,31009,27th & Crystal Dr,31009,27th & Crystal Dr,W00958,Member
572,23-09-10 6:55,23-09-10 7:05,31200,Massachusetts Ave & Dupont Circle NW,31204,20th & E St NW,W00566,Member
622,23-09-10 7:03,23-09-10 7:14,31107,Lamont & Mt Pleasant NW,31110,20th St & Florida Ave NW,W00918,Member
167,23-09-10 7:12,23-09-10 7:14,31011,23rd & Crystal Dr,31007,Crystal City Metro / 18th & Bell St,W00707,Casual
252,23-09-10 7:23,23-09-10 7:27,31401,14th St & Spring Rd NW,31602,Park Rd & Holmead Pl NW,W01113,Casual
545,23-09-10 7:39,23-09-10 7:48,31103,16th & Harvard St NW,31203,14th & Rhode Island Ave NW,W00318,Member
610,23-09-10 7:47,23-09-10 7:57,31103,16th & Harvard St NW,31212,21st & M St NW,W00886,Member
282,23-09-10 7:55,23-09-10 7:59,31400,Georgia & New Hampshire Ave NW,31602,Park Rd & Holmead Pl NW,W00555,Member
1101,23-09-10 7:57,23-09-10 8:15,31111,10th & U St NW,31204,20th & E St NW,W00637,Member
642,23-09-10 7:57,23-09-10 8:08,31007,Crystal City Metro / 18th & Bell St,31009,27th & Crystal Dr,W00881,Member
535,23-09-10 7:58,23-09-10 8:07,31401,14th St & Spring Rd NW,31101,14th & V St NW,W00960,Member
1060,23-09-10 7:59,23-09-10 8:17,31603,1st & M St NE,31208,M St & New Jersey Ave SE,W00910,Member
2280,23-09-10 7:59,23-09-10 8:37,31108,4th & M St SW,31208,M St & New Jersey Ave SE,W00755,Casual
341,23-09-10 8:04,23-09-10 8:10,31602,Park Rd & Holmead Pl NW,31101,14th & V St NW,W00562,Member
1604,23-09-10 8:05,23-09-10 8:31,31606,Potomac & Pennsylvania Ave SE,31213,17th & K St NW,w00583,Member
36484,23-09-10 8:06,23-09-10 18:14,31104,Adams Mill & Columbia Rd NW,31104,Adams Mill & Columbia Rd NW,W00376,Casual
422,23-09-10 8:06,23-09-10 8:13,31007,Crystal City Metro / 18th & Bell St,31000,Eads St & 15th St S,W00840,Member
539,23-09-10 8:07,23-09-10 8:16,31105,14th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00605,Member
384,23-09-10 8:07,23-09-10 8:13,31207,Georgia Ave and Fairmont St NW,31101,14th & V St NW,W00559,Member
664,23-09-10 8:10,23-09-10 8:21,31101,14th & V St NW,31212,21st & M St NW,W01012,Casual
1240,23-09-10 8:11,23-09-10 8:32,31106,Calvert & Biltmore St NW,31602,Park Rd & Holmead Pl NW,W00428,Member
720,23-09-10 8:14,23-09-10 8:26,31600,5th & K St NW,31205,21st & I St NW,W00437,Member
678,23-09-10 8:14,23-09-10 8:26,31400,Georgia & New Hampshire Ave NW,31600,5th & K St NW,W00347,Member
785,23-09-10 8:19,23-09-10 8:32,31606,Potomac & Pennsylvania Ave SE,31108,4th & M St SW,W00274,Member
3869,23-09-10 8:20,23-09-10 9:24,31107,Lamont & Mt Pleasant NW,31003,15th & Crystal Dr,W00194,Member
385,23-09-10 8:24,23-09-10 8:30,31101,14th & V St NW,31200,Massachusetts Ave & Dupont Circle NW,W00960,Casual
987,23-09-10 8:25,23-09-10 8:41,31105,14th & Harvard St NW,31204,20th & E St NW,W00288,Member
317,23-09-10 8:25,23-09-10 8:30,31203,14th & Rhode Island Ave NW,31213,17th & K St NW,W00711,Member
577,23-09-10 8:26,23-09-10 8:35,31202,14th & R St NW,31100,19th St & Pennsylvania Ave NW,W00526,Member
459,23-09-10 8:31,23-09-10 8:39,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00318,Member
945,23-09-10 8:39,23-09-10 8:54,31400,Georgia & New Hampshire Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00743,Casual
421,23-09-10 8:39,23-09-10 8:46,31104,Adams Mill & Columbia Rd NW,31101,14th & V St NW,W00948,Member
810,23-09-10 8:40,23-09-10 8:53,31103,16th & Harvard St NW,31213,17th & K St NW,W00508,Casual
1232,23-09-10 8:41,23-09-10 9:02,31201,15th & P St NW,31110,20th St & Florida Ave NW,W01050,Member
1008,23-09-10 8:41,23-09-10 8:58,31105,14th & Harvard St NW,31204,20th & E St NW,W00220,Casual
683,23-09-10 8:42,23-09-10 8:53,31201,15th & P St NW,31205,21st & I St NW,W00614,Member
24343,23-09-10 8:43,23-09-10 15:29,31111,10th & U St NW,31212,21st & M St NW,W00472,Member
1349,23-09-10 8:47,23-09-10 9:10,31600,5th & K St NW,31600,5th & K St NW,W00885,Casual
623,23-09-10 8:48,23-09-10 8:59,31203,14th & Rhode Island Ave NW,31604,3rd & H St NW,W01069,Member
940,23-09-10 8:48,23-09-10 9:04,31607,14th & D St SE,31108,4th & M St SW,W00549,Member
584,23-09-10 8:51,23-09-10 9:01,31101,14th & V St NW,31212,21st & M St NW,W00948,Member
315,23-09-10 8:53,23-09-10 8:58,31200,Massachusetts Ave & Dupont Circle NW,31100,19th St & Pennsylvania Ave NW,W00742,Member
1459,23-09-10 8:53,23-09-10 9:17,31101,14th & V St NW,31502,John McCormack Dr & Michigan Ave NE,W00729,Member
854,23-09-10 9:03,23-09-10 9:17,31204,20th & E St NW,31600,5th & K St NW,W00048,Member
884,23-09-10 9:03,23-09-10 9:18,31600,5th & K St NW,31200,Massachusetts Ave & Dupont Circle NW,W00811,Casual
429,23-09-10 9:04,23-09-10 9:11,31110,20th St & Florida Ave NW,31203,14th & Rhode Island Ave NW,W00557,Member
207,23-09-10 9:07,23-09-10 9:11,31200,Massachusetts Ave & Dupont Circle NW,31212,21st & M St NW,W00570,Member
1609,23-09-10 9:08,23-09-10 9:34,31103,16th & Harvard St NW,31605,3rd & D St SE,W00773,Casual
691,23-09-10 9:15,23-09-10 9:26,31105,14th & Harvard St NW,31203,14th & Rhode Island Ave NW,W00340,Member
253,23-09-10 9:19,23-09-10 9:23,31104,Adams Mill & Columbia Rd NW,31110,20th St & Florida Ave NW,W00930,Member
26866,23-09-10 9:20,23-09-10 16:47,31200,Massachusetts Ave & Dupont Circle NW,31101,14th & V St NW,W00491,Casual
190,23-09-10 9:20,23-09-10 9:23,31111,10th & U St NW,31101,14th & V St NW,W00977,Member
558,23-09-10 9:21,23-09-10 9:30,31106,Calvert & Biltmore St NW,31101,14th & V St NW,W00556,Member
622,23-09-10 9:22,23-09-10 9:32,31106,Calvert & Biltmore St NW,31101,14th & V St NW,W00928,Member
490,23-09-10 9:26,23-09-10 9:34,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00285,Member
408,23-09-10 9:33,23-09-10 9:40,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00988,Member
391,23-09-10 9:38,23-09-10 9:44,31109,7th & T St NW,31203,14th & Rhode Island Ave NW,W01074,Casual
254,23-09-10 9:42,23-09-10 9:46,31101,14th & V St NW,31110,20th St & Florida Ave NW,W00512,Member
717,23-09-10 9:44,23-09-10 9:56,31400,Georgia & New Hampshire Ave NW,31201,15th & P St NW,W00640,Member
1302,23-09-10 9:45,23-09-10 10:07,31109,7th & T St NW,31108,4th & M St SW,W00641,Member
838,23-09-10 9:52,23-09-10 10:06,31202,14th & R St NW,31205,21st & I St NW,W00577,Casual
684,23-09-10 10:19,23-09-10 10:31,31109,7th & T St NW,31604,3rd & H St NW,W00482,Member
317,23-09-10 10:25,23-09-10 10:30,31201,15th & P St NW,31213,17th & K St NW,W01099,Member
18491,23-09-10 10:29,23-09-10 15:37,31602,Park Rd & Holmead Pl NW,31206,19th & E Street NW,W00159,Casual
18479,23-09-10 10:29,23-09-10 15:37,31602,Park Rd & Holmead Pl NW,31206,19th & E Street NW,W00775,Casual
690,23-09-10 10:33,23-09-10 10:44,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W00221,Member
436,23-09-10 10:57,23-09-10 11:04,31205,21st & I St NW,31213,17th & K St NW,W00285,Member
172,23-09-10 10:59,23-09-10 11:02,31212,21st & M St NW,31205,21st & I St NW,W01081,Casual
1871,23-09-10 11:09,23-09-10 11:40,31110,20th St & Florida Ave NW,31604,3rd & H St NW,W01050,Casual
2012,23-09-10 11:09,23-09-10 11:43,31110,20th St & Florida Ave NW,31604,3rd & H St NW,W00930,Casual
434,23-09-10 11:13,23-09-10 11:20,31203,14th & Rhode Island Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00277,Member
564,23-09-10 11:22,23-09-10 11:32,31103,16th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00435,Member
6026,23-09-10 11:24,23-09-10 13:05,31205,21st & I St NW,31006,S Joyce & Army Navy Dr,W01008,Casual
489,23-09-10 11:25,23-09-10 11:33,31101,14th & V St NW,31104,Adams Mill & Columbia Rd NW,W00736,Member
798,23-09-10 11:25,23-09-10 11:39,31213,17th & K St NW,31213,17th & K St NW,W01099,Member
242,23-09-10 11:35,23-09-10 11:39,31103,16th & Harvard St NW,31104,Adams Mill & Columbia Rd NW,W00990,Member
800,23-09-10 11:38,23-09-10 11:51,31111,10th & U St NW,31212,21st & M St NW,W00850,Member
685,23-09-10 11:39,23-09-10 11:51,31101,14th & V St NW,31603,1st & M St NE,W00562,Member
2377,23-09-10 11:40,23-09-10 12:20,31200,Massachusetts Ave & Dupont Circle NW,31206,19th & E Street NW,W01070,Casual
