Duration,Startdate,Enddate,Startnumber,Start station,Endnumber,End station,Bike number,Membertype
3022,21-09-10 8:18,21-09-10 9:09,31600,5th & K St NW,31205,21st & I St NW,W00557,Member
554,21-09-10 8:19,21-09-10 8:28,31007,Crystal City Metro / 18th & Bell St,31009,27th & Crystal Dr,W00819,Member
513,21-09-10 8:21,21-09-10 8:30,31103,16th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00976,Member
1758,21-09-10 8:26,21-09-10 8:55,31110,20th St & Florida Ave NW,31100,19th St & Pennsylvania Ave NW,W00198,Casual
591,21-09-10 8:28,21-09-10 8:37,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W01030,Member
327,21-09-10 8:34,21-09-10 8:40,31101,14th & V St NW,31203,14th & Rhode Island Ave NW,W00918,Member
133,21-09-10 8:37,21-09-10 8:39,31103,16th & Harvard St NW,31103,16th & Harvard St NW,W00039,Member
191,21-09-10 8:37,21-09-10 8:40,31201,15th & P St NW,31202,14th & R St NW,W01070,Member
309,21-09-10 8:37,21-09-10 8:42,31107,Lamont & Mt Pleasant NW,31104,Adams Mill & Columbia Rd NW,W00971,Member
712,21-09-10 8:39,21-09-10 8:51,31201,15th & P St NW,31205,21st & I St NW,W01063,Member
2140,21-09-10 8:39,21-09-10 9:15,31110,20th St & Florida Ave NW,31204,20th & E St NW,W00428,Casual
914,21-09-10 8:40,21-09-10 8:55,31105,14th & Harvard St NW,31205,21st & I St NW,W01059,Member
554,21-09-10 8:41,21-09-10 8:50,31111,10th & U St NW,31200,Massachusetts Ave & Dupont Circle NW,W00614,Member
874,21-09-10 8:42,21-09-10 8:56,31111,10th & U St NW,31200,Massachusetts Ave & Dupont Circle NW,W00777,Member
2274,21-09-10 8:45,21-09-10 9:23,31103,16th & Harvard St NW,31206,19th & E Street NW,W00039,Member
392,21-09-10 8:45,21-09-10 8:51,31200,Massachusetts Ave & Dupont Circle NW,31100,19th St & Pennsylvania Ave NW,W00976,Member
969,21-09-10 8:48,21-09-10 9:04,31105,14th & Harvard St NW,31600,5th & K St NW,W01113,Member
480,21-09-10 8:55,21-09-10 9:03,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00289,Member
267,21-09-10 9:01,21-09-10 9:05,31203,14th & Rhode Island Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00322,Member
465,21-09-10 9:03,21-09-10 9:11,31110,20th St & Florida Ave NW,31203,14th & Rhode Island Ave NW,W00519,Member
451,21-09-10 9:04,21-09-10 9:12,31602,Park Rd & Holmead Pl NW,31105,14th & Harvard St NW,W00858,Member
298,21-09-10 9:07,21-09-10 9:12,31201,15th & P St NW,31101,14th & V St NW,W00903,Member
1595,21-09-10 9:12,21-09-10 9:38,31105,14th & Harvard St NW,31203,14th & Rhode Island Ave NW,W00804,Member
1208,21-09-10 9:18,21-09-10 9:38,31105,14th & Harvard St NW,31203,14th & Rhode Island Ave NW,W00340,Member
1035,21-09-10 9:18,21-09-10 9:35,31205,21st & I St NW,31104,Adams Mill & Columbia Rd NW,W00344,Member
1714,21-09-10 9:19,21-09-10 9:47,31103,16th & Harvard St NW,31100,19th St & Pennsylvania Ave NW,W00780,Casual
759,21-09-10 9:19,21-09-10 9:32,31111,10th & U St NW,31200,Massachusetts Ave & Dupont Circle NW,W00993,Member
149,21-09-10 9:20,21-09-10 9:23,31104,Adams Mill & Columbia Rd NW,31106,Calvert & Biltmore St NW,W00971,Member
2448,21-09-10 9:21,21-09-10 10:02,31111,10th & U St NW,31108,4th & M St SW,W00958,Casual
751,21-09-10 9:21,21-09-10 9:34,31400,Georgia & New Hampshire Ave NW,31201,15th & P St NW,W00968,Member
736,21-09-10 9:26,21-09-10 9:39,31200,Massachusetts Ave & Dupont Circle NW,31100,19th St & Pennsylvania Ave NW,W00523,Member
312,21-09-10 9:28,21-09-10 9:33,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W01101,Member
81,21-09-10 9:37,21-09-10 9:38,31008,12th & Army Navy Dr,31008,12th & Army Navy Dr,W00637,Member
1352,21-09-10 9:42,21-09-10 10:05,31107,Lamont & Mt Pleasant NW,31600,5th & K St NW,W00928,Member
1200,21-09-10 9:43,21-09-10 10:03,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00743,Member
3821,21-09-10 9:47,21-09-10 10:50,31101,14th & V St NW,31600,5th & K St NW,W01084,Member
303,21-09-10 9:54,21-09-10 9:59,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00968,Member
896,21-09-10 9:56,21-09-10 10:11,31600,5th & K St NW,31100,19th St & Pennsylvania Ave NW,W01058,Member
725,21-09-10 9:56,21-09-10 10:08,31100,19th St & Pennsylvania Ave NW,31203,14th & Rhode Island Ave NW,W00948,Casual
1054,21-09-10 9:58,21-09-10 10:16,31105,14th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00814,Casual
491,21-09-10 10:24,21-09-10 10:32,31203,14th & Rhode Island Ave NW,31600,5th & K St NW,W00873,Member
1268,21-09-10 10:27,21-09-10 10:48,31107,Lamont & Mt Pleasant NW,31205,21st & I St NW,W00883,Casual
2713,21-09-10 10:28,21-09-10 11:13,31007,Crystal City Metro / 18th & Bell St,31209,1st & N St  SE,W00868,Member
1750,21-09-10 10:30,21-09-10 11:00,31207,Georgia Ave and Fairmont St NW,31205,21st & I St NW,W00476,Member
903,21-09-10 10:31,21-09-10 10:46,31109,7th & T St NW,31600,5th & K St NW,W01029,Member
792,21-09-10 10:32,21-09-10 10:46,31400,Georgia & New Hampshire Ave NW,31104,Adams Mill & Columbia Rd NW,W00773,Member
3452,21-09-10 10:43,21-09-10 11:40,31104,Adams Mill & Columbia Rd NW,31200,Massachusetts Ave & Dupont Circle NW,W00526,Casual
805,21-09-10 10:47,21-09-10 11:00,31105,14th & Harvard St NW,31200,Massachusetts Ave & Dupont Circle NW,W00796,Member
148,21-09-10 10:53,21-09-10 10:56,31202,14th & R St NW,31201,15th & P St NW,W00648,Member
278,21-09-10 10:54,21-09-10 10:59,31104,Adams Mill & Columbia Rd NW,31104,Adams Mill & Columbia Rd NW,W00960,Member
1193,21-09-10 10:56,21-09-10 11:16,31104,Adams Mill & Columbia Rd NW,31603,1st & M St NE,W00773,Member
3238,21-09-10 10:58,21-09-10 11:52,31110,20th St & Florida Ave NW,31100,19th St & Pennsylvania Ave NW,W00566,Casual
3049,21-09-10 11:02,21-09-10 11:52,31110,20th St & Florida Ave NW,31100,19th St & Pennsylvania Ave NW,W00639,Casual
5478,21-09-10 11:09,21-09-10 12:40,31110,20th St & Florida Ave NW,31600,5th & K St NW,W00281,Casual
5458,21-09-10 11:09,21-09-10 12:40,31110,20th St & Florida Ave NW,31600,5th & K St NW,W00471,Casual
403,21-09-10 11:09,21-09-10 11:16,31203,14th & Rhode Island Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00032,Member
350,21-09-10 11:25,21-09-10 11:31,31011,23rd & Crystal Dr,31010,S Glebe & Potomac Ave,?(0x000000007C120F6A),Member
695,21-09-10 11:27,21-09-10 11:38,31007,Crystal City Metro / 18th & Bell St,31010,S Glebe & Potomac Ave,W00996,Member
1251,21-09-10 11:41,21-09-10 12:02,31603,1st & M St NE,31200,Massachusetts Ave & Dupont Circle NW,W00773,Member
599,21-09-10 11:43,21-09-10 11:53,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W01101,Casual
579,21-09-10 11:43,21-09-10 11:53,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00614,Member
551,21-09-10 11:46,21-09-10 11:56,31010,S Glebe & Potomac Ave,31002,20th & Crystal Dr,?(0x000000007C120F6A),Member
288,21-09-10 11:47,21-09-10 11:52,31010,S Glebe & Potomac Ave,31012,26th & S Clark St,W00707,Member
780,21-09-10 11:53,21-09-10 12:06,31200,Massachusetts Ave & Dupont Circle NW,31204,20th & E St NW,W00814,Member
981,21-09-10 11:53,21-09-10 12:10,31600,5th & K St NW,31100,19th St & Pennsylvania Ave NW,W00873,Member
1754,21-09-10 11:56,21-09-10 12:26,31603,1st & M St NE,31603,1st & M St NE,?(0x000000004752DD3A),Member
211,21-09-10 11:58,21-09-10 12:02,31106,Calvert & Biltmore St NW,31104,Adams Mill & Columbia Rd NW,W00971,Member
1436,21-09-10 11:59,21-09-10 12:23,31110,20th St & Florida Ave NW,31205,21st & I St NW,W00492,Casual
6354,21-09-10 12:03,21-09-10 13:49,31110,20th St & Florida Ave NW,31600,5th & K St NW,W00491,Casual
1322,21-09-10 12:09,21-09-10 12:31,31208,M St & New Jersey Ave SE,31208,M St & New Jersey Ave SE,W00886,Member
750,21-09-10 12:16,21-09-10 12:29,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00910,Member
2343,21-09-10 12:20,21-09-10 12:59,31206,19th & E Street NW,31206,19th & E Street NW,W00039,Casual
1016,21-09-10 12:22,21-09-10 12:38,31204,20th & E St NW,31600,5th & K St NW,W00830,Casual
1084,21-09-10 12:22,21-09-10 12:40,31007,Crystal City Metro / 18th & Bell St,31002,20th & Crystal Dr,W00642,Member
219,21-09-10 12:25,21-09-10 12:28,31009,27th & Crystal Dr,31002,20th & Crystal Dr,W00999,Casual
794,21-09-10 12:27,21-09-10 12:40,31201,15th & P St NW,31600,5th & K St NW,W00614,Member
793,21-09-10 12:27,21-09-10 12:40,31201,15th & P St NW,31600,5th & K St NW,W01101,Casual
94,21-09-10 12:30,21-09-10 12:31,31003,15th & Crystal Dr,31003,15th & Crystal Dr,W01124,Member
1730,21-09-10 12:32,21-09-10 13:01,31003,15th & Crystal Dr,31010,S Glebe & Potomac Ave,W01124,Member
1301,21-09-10 12:33,21-09-10 12:55,31009,27th & Crystal Dr,31009,27th & Crystal Dr,W00735,Casual
513,21-09-10 12:34,21-09-10 12:42,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00910,Member
234,21-09-10 12:40,21-09-10 12:44,31101,14th & V St NW,31101,14th & V St NW,W00745,Member
2082,21-09-10 12:41,21-09-10 13:16,31200,Massachusetts Ave & Dupont Circle NW,31106,Calvert & Biltmore St NW,W00773,Member
571,21-09-10 12:48,21-09-10 12:57,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00968,Member
1673,21-09-10 12:48,21-09-10 13:16,31108,4th & M St SW,31002,20th & Crystal Dr,W00958,Member
641,21-09-10 12:55,21-09-10 13:06,31107,Lamont & Mt Pleasant NW,31203,14th & Rhode Island Ave NW,W00119,Member
460,21-09-10 12:57,21-09-10 13:05,31110,20th St & Florida Ave NW,31201,15th & P St NW,W00855,Member
2191,21-09-10 12:59,21-09-10 13:35,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W01059,Member
920,21-09-10 13:00,21-09-10 13:15,31201,15th & P St NW,31600,5th & K St NW,W00648,Member
386,21-09-10 13:04,21-09-10 13:10,31200,Massachusetts Ave & Dupont Circle NW,31205,21st & I St NW,W00795,Casual
832,21-09-10 13:05,21-09-10 13:19,31101,14th & V St NW,31106,Calvert & Biltmore St NW,W00918,Member
815,21-09-10 13:05,21-09-10 13:19,31101,14th & V St NW,31106,Calvert & Biltmore St NW,W00745,Member
719,21-09-10 13:06,21-09-10 13:18,31010,S Glebe & Potomac Ave,31008,12th & Army Navy Dr,W01124,Member
1778,21-09-10 13:07,21-09-10 13:36,31400,Georgia & New Hampshire Ave NW,31101,14th & V St NW,W00363,Casual
5136,21-09-10 13:07,21-09-10 14:33,31007,Crystal City Metro / 18th & Bell St,31001,18th & Eads St.,W01083,Casual
376,21-09-10 13:12,21-09-10 13:19,31002,20th & Crystal Dr,31009,27th & Crystal Dr,W00999,Casual
1541,21-09-10 13:21,21-09-10 13:46,31002,20th & Crystal Dr,31108,4th & M St SW,W00570,Member
573,21-09-10 13:28,21-09-10 13:38,31203,14th & Rhode Island Ave NW,31205,21st & I St NW,W00772,Member
540,21-09-10 13:29,21-09-10 13:38,31209,1st & N St  SE,31108,4th & M St SW,W00872,Member
2759,21-09-10 13:31,21-09-10 14:17,31202,14th & R St NW,31600,5th & K St NW,W00930,Casual
2761,21-09-10 13:31,21-09-10 14:17,31202,14th & R St NW,31600,5th & K St NW,W00518,Casual
747,21-09-10 13:37,21-09-10 13:50,31201,15th & P St NW,31205,21st & I St NW,W00855,Casual
593,21-09-10 13:39,21-09-10 13:49,31203,14th & Rhode Island Ave NW,31603,1st & M St NE,W00910,Member
1477,21-09-10 13:44,21-09-10 14:08,31200,Massachusetts Ave & Dupont Circle NW,31603,1st & M St NE,W00526,Member
596,21-09-10 13:44,21-09-10 13:54,31108,4th & M St SW,31209,1st & N St  SE,W00332,Member
1254,21-09-10 13:46,21-09-10 14:07,31200,Massachusetts Ave & Dupont Circle NW,31600,5th & K St NW,W01059,Member
523,21-09-10 13:55,21-09-10 14:03,31000,Eads St & 15th St S,31011,23rd & Crystal Dr,W00100,Member
616,21-09-10 13:56,21-09-10 14:06,31203,14th & Rhode Island Ave NW,31110,20th St & Florida Ave NW,W00119,Member
617,21-09-10 14:00,21-09-10 14:10,31106,Calvert & Biltmore St NW,31101,14th & V St NW,W00918,Member
612,21-09-10 14:00,21-09-10 14:10,31106,Calvert & Biltmore St NW,31101,14th & V St NW,W00745,Member
5786,21-09-10 14:05,21-09-10 15:42,31600,5th & K St NW,31110,20th St & Florida Ave NW,W00491,Casual
448,21-09-10 14:06,21-09-10 14:14,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00993,Member
317,21-09-10 14:11,21-09-10 14:16,31110,20th St & Florida Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W00119,Member
4330,21-09-10 14:14,21-09-10 15:27,31205,21st & I St NW,31205,21st & I St NW,W00883,Casual
823,21-09-10 14:20,21-09-10 14:34,31203,14th & Rhode Island Ave NW,31602,Park Rd & Holmead Pl NW,W00968,Member
123,21-09-10 14:20,21-09-10 14:22,31003,15th & Crystal Dr,31002,20th & Crystal Dr,W00807,Member
621,21-09-10 14:24,21-09-10 14:35,31104,Adams Mill & Columbia Rd NW,31106,Calvert & Biltmore St NW,W00960,Member
1538,21-09-10 14:24,21-09-10 14:50,31205,21st & I St NW,31104,Adams Mill & Columbia Rd NW,W00742,Member
1281,21-09-10 14:28,21-09-10 14:49,31107,Lamont & Mt Pleasant NW,31103,16th & Harvard St NW,W01077,Casual
1525,21-09-10 14:31,21-09-10 14:57,31502,John McCormack Dr & Michigan Ave NE,31502,John McCormack Dr & Michigan Ave NE,W00803,Casual
1560,21-09-10 14:34,21-09-10 15:00,31401,14th St & Spring Rd NW,31205,21st & I St NW,W00860,Casual
12812,21-09-10 14:34,21-09-10 18:08,31002,20th & Crystal Dr,31002,20th & Crystal Dr,W00538,Casual
673,21-09-10 14:44,21-09-10 14:55,31003,15th & Crystal Dr,31003,15th & Crystal Dr,W00822,Member
925,21-09-10 14:49,21-09-10 15:05,31600,5th & K St NW,31202,14th & R St NW,W00471,Member
578,21-09-10 14:51,21-09-10 15:01,31103,16th & Harvard St NW,31107,Lamont & Mt Pleasant NW,W00755,Casual
668,21-09-10 15:00,21-09-10 15:11,31208,M St & New Jersey Ave SE,31208,M St & New Jersey Ave SE,W00886,Casual
1401,21-09-10 15:14,21-09-10 15:37,31101,14th & V St NW,31400,Georgia & New Hampshire Ave NW,W00775,Casual
711,21-09-10 15:18,21-09-10 15:30,31600,5th & K St NW,31200,Massachusetts Ave & Dupont Circle NW,W01059,Member
88,21-09-10 15:32,21-09-10 15:34,31204,20th & E St NW,31204,20th & E St NW,W01069,Member
5196,21-09-10 15:33,21-09-10 17:00,31106,Calvert & Biltmore St NW,31604,3rd & H St NW,W00896,Casual
633,21-09-10 15:33,21-09-10 15:44,31204,20th & E St NW,31200,Massachusetts Ave & Dupont Circle NW,W00814,Member
5031,21-09-10 15:36,21-09-10 17:00,31106,Calvert & Biltmore St NW,31604,3rd & H St NW,W00960,Casual
4169,21-09-10 15:43,21-09-10 16:52,31009,27th & Crystal Dr,31009,27th & Crystal Dr,W00764,Casual
1283,21-09-10 15:50,21-09-10 16:11,31200,Massachusetts Ave & Dupont Circle NW,31207,Georgia Ave and Fairmont St NW,W00814,Member
266,21-09-10 15:53,21-09-10 15:58,31111,10th & U St NW,31101,14th & V St NW,W00569,Member
174,21-09-10 15:59,21-09-10 16:02,31011,23rd & Crystal Dr,31000,Eads St & 15th St S,W01034,Member
6432,21-09-10 16:02,21-09-10 17:49,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W00471,Casual
6320,21-09-10 16:04,21-09-10 17:49,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W00318,Casual
6176,21-09-10 16:06,21-09-10 17:49,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W00829,Casual
458,21-09-10 16:08,21-09-10 16:16,31502,John McCormack Dr & Michigan Ave NE,31500,4th & W St NE,W00803,Member
274,21-09-10 16:10,21-09-10 16:15,31002,20th & Crystal Dr,31009,27th & Crystal Dr,W00240,Member
253,21-09-10 16:19,21-09-10 16:23,31602,Park Rd & Holmead Pl NW,31401,14th St & Spring Rd NW,W00501,Casual
573,21-09-10 16:19,21-09-10 16:29,31200,Massachusetts Ave & Dupont Circle NW,31111,10th & U St NW,W01059,Member
435,21-09-10 16:24,21-09-10 16:31,31110,20th St & Florida Ave NW,31205,21st & I St NW,W00491,Member
473,21-09-10 16:26,21-09-10 16:34,31500,4th & W St NE,31502,John McCormack Dr & Michigan Ave NE,W00803,Member
1518,21-09-10 16:31,21-09-10 16:57,31208,M St & New Jersey Ave SE,31204,20th & E St NW,W01007,Member
17000,21-09-10 16:36,21-09-10 21:19,31106,Calvert & Biltmore St NW,31104,Adams Mill & Columbia Rd NW,W00194,Casual
1155,21-09-10 16:45,21-09-10 17:04,31600,5th & K St NW,31201,15th & P St NW,W00518,Casual
1126,21-09-10 16:45,21-09-10 17:04,31600,5th & K St NW,31201,15th & P St NW,W01113,Casual
477,21-09-10 16:47,21-09-10 16:55,31202,14th & R St NW,31212,21st & M St NW,W01070,Member
3864,21-09-10 16:47,21-09-10 17:52,31106,Calvert & Biltmore St NW,31212,21st & M St NW,W00773,Casual
372,21-09-10 17:02,21-09-10 17:09,31600,5th & K St NW,31109,7th & T St NW,W00281,Member
4323,21-09-10 17:03,21-09-10 18:15,31010,S Glebe & Potomac Ave,31002,20th & Crystal Dr,W00342,Casual
516,21-09-10 17:08,21-09-10 17:17,31600,5th & K St NW,31203,14th & Rhode Island Ave NW,W00930,Member
1361,21-09-10 17:10,21-09-10 17:32,31208,M St & New Jersey Ave SE,31108,4th & M St SW,W00636,Casual
953,21-09-10 17:10,21-09-10 17:26,31008,12th & Army Navy Dr,31008,12th & Army Navy Dr,W00959,Casual
409,21-09-10 17:13,21-09-10 17:20,31111,10th & U St NW,31201,15th & P St NW,W00159,Member
2028,21-09-10 17:14,21-09-10 17:48,31108,4th & M St SW,31007,Crystal City Metro / 18th & Bell St,W00861,Member
1707,21-09-10 17:19,21-09-10 17:47,31208,M St & New Jersey Ave SE,31604,3rd & H St NW,W00886,Casual
3627,21-09-10 17:20,21-09-10 18:20,31100,19th St & Pennsylvania Ave NW,31100,19th St & Pennsylvania Ave NW,W00639,Casual
849,21-09-10 17:20,21-09-10 17:34,31212,21st & M St NW,31103,16th & Harvard St NW,W01070,Member
1888,21-09-10 17:21,21-09-10 17:53,31600,5th & K St NW,31110,20th St & Florida Ave NW,W00648,Casual
1817,21-09-10 17:22,21-09-10 17:53,31600,5th & K St NW,31110,20th St & Florida Ave NW,W00928,Casual
1261,21-09-10 17:27,21-09-10 17:48,31213,17th & K St NW,31206,19th & E Street NW,W00491,Member
513,21-09-10 17:27,21-09-10 17:36,31101,14th & V St NW,31103,16th & Harvard St NW,W00838,Member
433,21-09-10 17:40,21-09-10 17:47,31100,19th St & Pennsylvania Ave NW,31201,15th & P St NW,W00843,Member
1284,21-09-10 17:43,21-09-10 18:05,31203,14th & Rhode Island Ave NW,31105,14th & Harvard St NW,W00930,Member
1276,21-09-10 17:44,21-09-10 18:05,31203,14th & Rhode Island Ave NW,31105,14th & Harvard St NW,W01067,Member
1409,21-09-10 17:44,21-09-10 18:08,31604,3rd & H St NW,31602,Park Rd & Holmead Pl NW,W00960,Member
331,21-09-10 17:46,21-09-10 17:51,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00777,Member
1336,21-09-10 17:54,21-09-10 18:17,31600,5th & K St NW,31107,Lamont & Mt Pleasant NW,W01029,Member
894,21-09-10 17:55,21-09-10 18:10,31206,19th & E Street NW,31201,15th & P St NW,W00491,Member
1777,21-09-10 17:56,21-09-10 18:25,31203,14th & Rhode Island Ave NW,31202,14th & R St NW,W00471,Member
1350,21-09-10 17:56,21-09-10 18:18,31205,21st & I St NW,31209,1st & N St  SE,W00883,Casual
539,21-09-10 17:57,21-09-10 18:06,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00318,Member
517,21-09-10 17:59,21-09-10 18:08,31604,3rd & H St NW,31604,3rd & H St NW,W00896,Casual
185,21-09-10 18:05,21-09-10 18:08,31105,14th & Harvard St NW,31103,16th & Harvard St NW,W00868,Member
758,21-09-10 18:06,21-09-10 18:19,31205,21st & I St NW,31600,5th & K St NW,W00376,Member
375,21-09-10 18:07,21-09-10 18:13,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00829,Member
182,21-09-10 18:07,21-09-10 18:10,31005,Pentagon City Metro / 12th & S Hayes St,31005,Pentagon City Metro / 12th & S Hayes St,W01112,Casual
480,21-09-10 18:08,21-09-10 18:16,31204,20th & E St NW,31212,21st & M St NW,W00428,Casual
647,21-09-10 18:09,21-09-10 18:20,31108,4th & M St SW,31208,M St & New Jersey Ave SE,W00872,Casual
327,21-09-10 18:10,21-09-10 18:16,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00804,Member
585,21-09-10 18:11,21-09-10 18:21,31111,10th & U St NW,31203,14th & Rhode Island Ave NW,W00415,Member
399,21-09-10 18:12,21-09-10 18:18,31110,20th St & Florida Ave NW,31101,14th & V St NW,W00928,Member
377,21-09-10 18:13,21-09-10 18:19,31604,3rd & H St NW,31604,3rd & H St NW,W00896,Casual
6558,21-09-10 18:14,21-09-10 20:03,31109,7th & T St NW,31109,7th & T St NW,W00191,Casual
640,21-09-10 18:16,21-09-10 18:27,31101,14th & V St NW,31401,14th St & Spring Rd NW,W00363,Member
930,21-09-10 18:17,21-09-10 18:33,31100,19th St & Pennsylvania Ave NW,31600,5th & K St NW,W00976,Member
313,21-09-10 18:19,21-09-10 18:24,31009,27th & Crystal Dr,31007,Crystal City Metro / 18th & Bell St,W00999,Casual
1074,21-09-10 18:19,21-09-10 18:37,31200,Massachusetts Ave & Dupont Circle NW,31100,19th St & Pennsylvania Ave NW,W00119,Casual
830,21-09-10 18:24,21-09-10 18:38,31602,Park Rd & Holmead Pl NW,31201,15th & P St NW,W00783,Member
1453,21-09-10 18:24,21-09-10 18:49,31205,21st & I St NW,31006,S Joyce & Army Navy Dr,W00855,Member
1208,21-09-10 18:27,21-09-10 18:47,31600,5th & K St NW,31101,14th & V St NW,W01030,Member
335,21-09-10 18:32,21-09-10 18:38,31401,14th St & Spring Rd NW,31602,Park Rd & Holmead Pl NW,W00380,Casual
1527,21-09-10 18:32,21-09-10 18:58,31600,5th & K St NW,31106,Calvert & Biltmore St NW,W00830,Casual
2650,21-09-10 18:33,21-09-10 19:17,31012,26th & S Clark St,31003,15th & Crystal Dr,?(0x0000000008D291C0),Casual
1490,21-09-10 18:33,21-09-10 18:58,31600,5th & K St NW,31106,Calvert & Biltmore St NW,W00377,Casual
546,21-09-10 18:34,21-09-10 18:43,31200,Massachusetts Ave & Dupont Circle NW,31201,15th & P St NW,W00805,Member
216,21-09-10 18:34,21-09-10 18:38,31000,Eads St & 15th St S,31003,15th & Crystal Dr,W01025,Member
2183,21-09-10 18:35,21-09-10 19:11,31009,27th & Crystal Dr,31209,1st & N St  SE,W00509,Casual
2538,21-09-10 18:35,21-09-10 19:17,31012,26th & S Clark St,31003,15th & Crystal Dr,W01006,Casual
371,21-09-10 18:37,21-09-10 18:43,31206,19th & E Street NW,31100,19th St & Pennsylvania Ave NW,W00039,Casual
1375,21-09-10 18:38,21-09-10 19:01,31108,4th & M St SW,31101,14th & V St NW,W01012,Member
589,21-09-10 18:38,21-09-10 18:48,31212,21st & M St NW,31201,15th & P St NW,W00773,Member
1948,21-09-10 18:39,21-09-10 19:11,31011,23rd & Crystal Dr,31209,1st & N St  SE,W00816,Casual
227,21-09-10 18:40,21-09-10 18:44,31209,1st & N St  SE,31209,1st & N St  SE,W00332,Member
1641,21-09-10 18:40,21-09-10 19:08,31206,19th & E Street NW,31110,20th St & Florida Ave NW,W00905,Casual
1630,21-09-10 18:41,21-09-10 19:08,31206,19th & E Street NW,31110,20th St & Florida Ave NW,W00977,Casual
1557,21-09-10 18:41,21-09-10 19:07,31600,5th & K St NW,31200,Massachusetts Ave & Dupont Circle NW,W01101,Member
764,21-09-10 18:41,21-09-10 18:54,31602,Park Rd & Holmead Pl NW,31203,14th & Rhode Island Ave NW,W00288,Member
148,21-09-10 18:42,21-09-10 18:44,31202,14th & R St NW,31203,14th & Rhode Island Ave NW,W00471,Member
933,21-09-10 18:43,21-09-10 18:59,31104,Adams Mill & Columbia Rd NW,31111,10th & U St NW,W00344,Member
944,21-09-10 18:43,21-09-10 18:59,31104,Adams Mill & Columbia Rd NW,31111,10th & U St NW,W00546,Member
834,21-09-10 18:43,21-09-10 18:57,31101,14th & V St NW,31203,14th & Rhode Island Ave NW,W00918,Member
753,21-09-10 18:43,21-09-10 18:56,31100,19th St & Pennsylvania Ave NW,31203,14th & Rhode Island Ave NW,W00833,Casual
476,21-09-10 18:45,21-09-10 18:52,31203,14th & Rhode Island Ave NW,31101,14th & V St NW,W00563,Member
474,21-09-10 18:47,21-09-10 18:55,31108,4th & M St SW,31208,M St & New Jersey Ave SE,W00826,Member
1070,21-09-10 18:49,21-09-10 19:07,31107,Lamont & Mt Pleasant NW,31203,14th & Rhode Island Ave NW,W00755,Member
531,21-09-10 18:50,21-09-10 18:59,31200,Massachusetts Ave & Dupont Circle NW,31203,14th & Rhode Island Ave NW,W00796,Member
3593,21-09-10 18:51,21-09-10 19:51,31602,Park Rd & Holmead Pl NW,31602,Park Rd & Holmead Pl NW,W00085,Casual
1190,21-09-10 18:53,21-09-10 19:13,31600,5th & K St NW,31200,Massachusetts Ave & Dupont Circle NW,W00376,Member
677,21-09-10 18:58,21-09-10 19:09,31200,Massachusetts Ave & Dupont Circle NW,31206,19th & E Street NW,W00322,Member
13645,21-09-10 19:03,21-09-10 22:50,31204,20th & E St NW,31204,20th & E St NW,W01007,Casual
259,21-09-10 19:04,21-09-10 19:08,31004,Aurora Hills Community Ctr/18th & Hayes St,31004,Aurora Hills Community Ctr/18th & Hayes St,W00825,Casual
358,21-09-10 19:06,21-09-10 19:12,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00777,Member
356,21-09-10 19:06,21-09-10 19:12,31201,15th & P St NW,31200,Massachusetts Ave & Dupont Circle NW,W00159,Member
608,21-09-10 19:09,21-09-10 19:19,31205,21st & I St NW,31200,Massachusetts Ave & Dupont Circle NW,W00492,Casual
322,21-09-10 19:10,21-09-10 19:16,31205,21st & I St NW,31100,19th St & Pennsylvania Ave NW,W00795,Member
394,21-09-10 19:11,21-09-10 19:18,31201,15th & P St NW,31101,14th & V St NW,W00518,Member
1215,21-09-10 19:12,21-09-10 19:32,31203,14th & Rhode Island Ave NW,31110,20th St & Florida Ave NW,W00918,Member
